no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,arrival_year,no_of_special_requests,room_type_reserved,market_segment_type,type_of_meal_plan,booking_status
2,0,2,3,0,109,5,8,0,0,0,91,2018,1,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,252,10,15,0,0,0,106,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,2,0,305,11,4,0,0,0,89,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,30,9,30,0,0,0,121,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,1,1,3,0,150,7,7,0,0,0,173,2018,0,Room_Type 1,Online,Meal Plan 2,Canceled
1,0,1,2,0,3,10,7,0,0,0,110,2018,0,Room_Type 4,Aviation,Meal Plan 1,Canceled
2,0,2,3,0,36,8,19,0,0,0,149,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,8,2,19,0,0,0,81,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,3,0,6,8,4,0,0,0,166,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,1,0,57,9,21,0,0,0,115,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,134,4,16,0,0,0,80,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,3,0,238,10,13,0,0,0,80,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,177,7,30,0,0,0,100,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
3,0,2,0,0,31,8,7,0,0,0,168,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,181,10,11,0,0,0,120,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,2,0,418,9,26,0,0,0,107,2018,0,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,2,2,0,181,7,30,0,0,0,104,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,3,0,37,10,13,0,0,0,105,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,1,2,1,125,8,12,0,0,0,156,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,27,9,30,0,0,0,108,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,1,0,42,10,31,0,0,0,128,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,91,5,12,0,0,0,81,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,64,7,12,0,0,0,64,2018,0,Room_Type 1,Offline,Not Selected,Not_Canceled
1,0,0,1,0,147,12,14,0,0,0,85,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,257,7,1,0,0,0,102,2017,0,Room_Type 1,Online,Meal Plan 2,Canceled
1,0,0,2,0,69,3,31,0,0,0,77,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,92,7,4,0,0,0,77,2017,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,0,1,0,36,9,1,0,0,0,126,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,1,0,145,8,29,0,0,0,95,2017,0,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,0,3,0,36,9,28,0,0,0,148,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,27,6,9,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,1,0,205,10,8,0,0,0,98,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,1,2,2,0,11,6,26,0,0,0,157,2018,3,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,1,2,2,0,29,5,6,0,0,0,162,2018,0,Room_Type 1,Online,Meal Plan 2,Canceled
1,0,0,1,0,0,3,9,1,2,24,65,2018,1,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
1,0,2,0,0,4,9,20,0,0,0,115,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,5,3,23,0,0,0,89,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,0,2,0,74,9,18,0,0,0,109,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,1,2,0,150,12,2,0,0,0,79,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,2,0,120,6,10,0,0,0,127,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,4,0,36,11,25,0,0,0,95,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,192,6,24,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,1,1,0,70,11,21,0,0,0,114,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,0,2,0,86,9,24,0,0,0,88,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,1,0,2,0,64,6,9,0,0,0,143,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,0,3,0,110,11,2,0,0,0,86,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,1,0,103,7,18,0,0,0,95,2017,0,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,2,4,0,21,8,28,0,0,0,124,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,68,5,19,0,0,0,98,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,25,12,2,0,0,0,65,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,3,0,5,5,16,0,0,0,98,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,4,11,0,14,8,21,0,0,0,94,2017,3,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,2,1,0,116,2,28,0,0,0,76,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,1,0,9,10,29,0,0,0,117,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,2,4,0,69,6,12,0,0,0,120,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,2,0,213,10,1,0,0,0,103,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,0,0,263,9,21,0,0,0,67,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,2,2,2,0,10,9,30,0,0,0,255,2018,1,Room_Type 6,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,5,3,2,0,0,0,91,2018,0,Room_Type 1,Aviation,Meal Plan 1,Not_Canceled
2,2,0,2,0,77,8,9,0,0,0,199,2018,0,Room_Type 6,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,21,2,17,0,0,0,85,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,135,8,9,0,0,0,104,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,0,0,34,10,18,0,0,0,77,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,2,0,83,4,16,0,0,0,104,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,44,2,17,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,4,0,33,8,29,0,0,0,111,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,0,0,125,7,26,0,0,0,86,2017,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,1,1,0,3,3,14,0,0,0,79,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,4,0,9,8,19,0,0,0,90,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,0,1,0,129,10,7,0,0,0,147,2018,0,Room_Type 6,Online,Meal Plan 1,Canceled
2,0,2,5,0,7,8,7,0,0,0,139,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,0,2,0,57,9,2,0,0,0,123,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,5,0,44,8,29,0,0,0,124,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,88,10,5,0,0,0,112,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
1,0,0,3,0,166,11,1,0,0,0,110,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,3,0,279,10,12,0,0,0,110,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,0,0,1,8,9,0,0,0,98,2017,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,0,0,386,10,23,0,0,0,115,2018,1,Room_Type 1,Online,Meal Plan 2,Canceled
3,0,1,2,0,204,8,29,0,0,0,129,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,3,0,111,6,2,0,0,0,133,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,2,2,0,90,4,16,0,0,0,81,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,14,2,24,0,0,0,87,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,41,2,22,0,0,0,72,2018,1,Room_Type 2,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,143,7,13,0,0,0,81,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,0,7,27,0,0,0,75,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,2,1,0,4,11,13,0,0,0,65,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
1,0,1,3,0,28,9,5,0,0,0,98,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,215,10,3,0,0,0,91,2018,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,16,3,9,0,0,0,135,2018,1,Room_Type 1,Online,Meal Plan 2,Not_Canceled
2,0,2,0,0,4,9,25,0,0,0,160,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,3,0,90,10,17,0,0,0,81,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,2,2,3,0,48,10,25,0,0,0,187,2017,0,Room_Type 6,Offline,Meal Plan 2,Not_Canceled
2,0,0,2,0,346,9,13,0,0,0,115,2018,1,Room_Type 1,Online,Meal Plan 2,Canceled
1,0,1,2,0,4,9,28,1,0,1,65,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,3,0,56,10,21,0,0,0,95,2017,3,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,0,1,0,7,2,13,0,0,0,127,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,2,12,8,0,0,0,84,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,1,0,0,3,1,11,1,0,5,66,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,3,1,119,8,13,0,0,0,86,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,39,7,8,0,0,0,149,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,75,5,9,0,0,0,116,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,0,3,0,113,6,9,0,0,0,116,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,1,2,3,0,208,10,22,0,0,0,113,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,4,0,5,9,8,0,0,0,77,2017,0,Room_Type 1,Offline,Not Selected,Not_Canceled
2,1,1,3,0,62,3,28,0,0,0,101,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,150,6,16,0,0,0,90,2018,1,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,2,0,1,1,24,10,24,0,0,0,224,2017,3,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,1,0,1,0,36,3,24,0,0,0,115,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,4,0,137,7,6,0,0,0,108,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,1,2,3,0,66,9,4,0,0,0,119,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,132,5,6,0,0,0,105,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,138,8,22,0,0,0,95,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
1,0,0,1,0,99,2,19,0,0,0,80,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,1,0,3,3,22,0,0,0,101,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,0,0,35,9,25,0,0,0,117,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,75,3,17,0,0,0,80,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,320,8,18,0,0,0,115,2018,0,Room_Type 1,Online,Meal Plan 2,Canceled
2,1,0,3,0,15,10,29,0,0,0,106,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,1,3,0,35,8,25,0,0,0,162,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,5,10,0,11,5,9,0,0,0,95,2018,0,Room_Type 1,Aviation,Meal Plan 1,Canceled
2,1,0,3,0,74,4,6,0,0,0,113,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,39,8,14,0,0,0,109,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,1,0,115,10,13,0,0,0,108,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,2,4,0,9,8,23,0,0,0,90,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,0,0,1,5,8,0,0,0,56,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,1,0,48,9,11,0,0,0,80,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,1,0,3,0,25,9,15,0,0,0,81,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,56,6,8,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,51,3,11,0,0,0,77,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,2,3,0,51,8,28,0,0,0,123,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,3,0,39,10,24,0,0,0,85,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,25,2,13,0,0,0,91,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
3,0,0,2,0,88,8,19,0,0,0,150,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,3,9,24,0,0,0,90,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,22,11,14,0,0,0,64,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,2,4,0,176,3,20,0,0,0,62,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,1,0,41,12,27,0,0,0,65,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,1,0,0,20,9,12,0,0,0,89,2018,2,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,1,0,1,11,5,1,0,2,65,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,1,4,0,24,1,6,0,0,0,69,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,346,9,13,0,0,0,90,2018,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
3,0,0,2,0,203,8,17,0,0,0,133,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,0,2,0,103,4,19,0,0,0,115,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,0,3,0,71,6,14,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,0,0,286,10,16,0,0,0,90,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,2,1,0,137,2,7,0,0,0,77,2018,2,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,1,3,0,179,10,27,0,0,0,91,2018,3,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,3,0,56,6,1,0,0,0,140,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,52,9,7,0,0,0,73,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,53,10,31,0,0,0,122,2018,4,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,59,1,28,0,0,0,81,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,59,1,28,0,0,0,87,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,0,0,52,9,11,0,0,0,130,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,1,1,33,2,6,0,0,0,98,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,245,6,17,0,0,0,75,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,1,0,21,2,13,0,0,0,91,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,1,0,19,10,2,0,0,0,116,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,0,2,0,33,8,30,0,0,0,89,2018,1,Room_Type 1,Online,Not Selected,Canceled
3,0,1,3,0,35,10,3,0,0,0,158,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,182,10,12,0,0,0,98,2018,0,Room_Type 1,Online,Not Selected,Canceled
1,0,0,2,0,1,6,7,0,0,0,115,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,0,0,0,6,22,0,0,0,0,2018,1,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
2,0,0,2,0,39,12,9,0,0,0,88,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,4,0,159,9,28,0,0,0,133,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,5,0,144,7,5,0,0,0,64,2018,0,Room_Type 1,Offline,Not Selected,Not_Canceled
2,0,0,3,0,5,10,6,0,0,0,151,2017,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,1,0,4,5,23,0,0,0,90,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,2,0,188,6,15,0,0,0,130,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,315,12,2,0,0,0,52,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,56,11,2,0,0,0,108,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,12,10,7,0,0,0,65,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,2,0,208,7,30,0,0,0,81,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,2,0,290,6,17,0,0,0,72,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,34,7,19,0,0,0,65,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,4,0,210,10,19,0,0,0,96,2018,2,Room_Type 1,Online,Meal Plan 1,Canceled
3,0,0,2,0,140,8,12,0,0,0,147,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,3,0,37,10,13,0,0,0,105,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,130,9,29,0,0,0,140,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,4,12,31,0,0,0,127,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,26,6,8,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,4,0,110,9,6,0,0,0,100,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,56,6,8,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,1,1,4,0,34,10,26,0,0,0,103,2017,0,Room_Type 2,Offline,Meal Plan 2,Not_Canceled
3,0,0,2,0,119,6,29,0,0,0,147,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,19,10,6,1,1,0,90,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,31,5,19,0,0,0,108,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,108,3,13,0,0,0,66,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,14,10,15,0,0,0,100,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,11,2,14,0,0,0,87,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,0,9,21,0,0,0,145,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,0,0,27,10,16,0,0,0,85,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,4,12,1,0,0,0,58,2017,0,Room_Type 1,Online,Not Selected,Not_Canceled
3,0,0,3,0,133,7,12,0,0,0,138,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,2,2,2,0,30,12,4,0,0,0,185,2017,0,Room_Type 6,Online,Meal Plan 1,Not_Canceled
1,0,0,3,0,71,6,14,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,2,2,0,0,84,8,14,0,0,0,190,2018,1,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,0,1,4,0,148,8,1,0,0,0,112,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,0,2,0,273,7,17,0,0,0,87,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,1,2,0,6,4,8,0,0,0,101,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,2,0,3,0,3,3,2,0,0,0,183,2018,0,Room_Type 6,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,15,11,8,0,0,0,143,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,2,1,13,9,5,1,0,1,67,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
1,0,0,1,0,58,12,24,0,0,0,54,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,1,0,3,10,6,0,0,0,0,2018,0,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
2,0,1,1,0,32,9,7,0,0,0,104,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,1,1,8,12,26,0,0,0,93,2017,0,Room_Type 2,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,168,4,21,0,0,0,81,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,4,1,1,6,15,0,0,0,150,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,0,2,10,1,0,17,0,2018,2,Room_Type 4,Complementary,Meal Plan 1,Not_Canceled
1,0,2,1,0,1,10,2,0,0,0,154,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,3,0,178,8,22,0,0,0,106,2018,0,Room_Type 5,Corporate,Meal Plan 1,Canceled
2,0,0,3,0,276,9,22,0,0,0,95,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,3,0,295,7,21,0,0,0,95,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,74,9,18,0,0,0,80,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,1,0,55,4,6,0,0,0,104,2018,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
1,0,0,1,0,1,11,10,0,0,0,0,2017,0,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
2,0,1,4,0,127,11,2,0,0,0,90,2018,3,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,2,0,4,0,8,9,1,0,0,0,160,2017,2,Room_Type 7,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,309,5,13,0,0,0,101,2018,0,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,2,1,0,156,7,2,0,0,0,96,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,66,11,10,0,0,0,125,2018,3,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,1,0,1,0,10,7,16,0,0,0,169,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,1,0,54,11,5,0,0,0,118,2018,3,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,1,0,159,4,9,0,0,0,70,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,1,2,0,24,11,7,0,0,0,153,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,279,10,12,0,0,0,110,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,0,2,0,192,6,24,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,129,9,8,0,0,0,119,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,1,0,5,6,18,0,0,0,141,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,65,7,23,0,0,0,95,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,1,4,0,54,3,28,0,0,0,54,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,1,0,174,8,7,0,0,0,104,2018,1,Room_Type 1,Online,Not Selected,Canceled
1,0,0,1,0,1,5,24,1,0,1,129,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,1,0,1,12,29,0,0,0,79,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,3,0,8,11,30,0,0,0,114,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,4,0,86,7,9,0,0,0,140,2018,0,Room_Type 4,Offline,Meal Plan 2,Not_Canceled
2,0,2,1,0,109,3,20,0,0,0,85,2018,1,Room_Type 6,Offline,Meal Plan 1,Not_Canceled
2,1,0,3,0,171,8,3,0,0,0,122,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,221,8,17,0,0,0,86,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,1,0,144,7,25,0,0,0,81,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,9,0,156,10,26,0,0,0,104,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,2,1,5,0,296,12,26,0,0,0,196,2018,1,Room_Type 6,Online,Meal Plan 2,Canceled
2,0,0,1,0,10,8,24,0,0,0,140,2018,3,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,3,0,75,3,17,0,0,0,70,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,4,0,54,3,28,0,0,0,95,2018,0,Room_Type 5,Online,Meal Plan 1,Not_Canceled
2,1,1,2,0,18,2,22,0,0,0,120,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
